Wall time,Step,Value
1776250125.687973,300,-0.30000001192092896
1776250126.2904606,600,-0.30000001192092896
1776250126.887533,900,-0.30000001192092896
1776250127.4908679,1200,-0.30000001192092896
1776250128.0926752,1500,-0.30000001192092896
1776250128.6953127,1800,-0.30000001192092896
1776250130.5652583,2100,-0.30000001192092896
1776250133.5938945,2400,-0.30000001192092896
1776250137.2105246,2700,-0.30000001192092896
1776250140.2029538,3000,-0.30000001192092896
1776250142.8639357,3300,-0.30000001192092896
1776250145.43284,3600,-0.30000001192092896
1776250146.2492437,3699,-0.3614615499973297
1776250148.8908591,3999,-0.3570714592933655
1776250151.5599008,4299,-0.3532666862010956
1776250154.1078231,4599,-0.3499375283718109
1776250156.7686317,4899,-0.34700000286102295
1776250159.86708,5199,-0.3443889021873474
1776250162.439169,5499,-0.3420526385307312
1776250163.71707,5651,-0.38255003094673157
1776250166.5396218,5951,-0.38255003094673157
1776250169.514392,6251,-0.38255003094673157
1776250171.2445457,6423,-0.42615002393722534
1776250174.1434855,6723,-0.42615002393722534
1776250175.9935982,6942,-0.47210001945495605
1776250176.8465543,7048,-0.5124000310897827
1776250178.2063324,7208,-0.555400013923645
1776250180.9313815,7508,-0.555400013923645
1776250183.747909,7808,-0.555400013923645
1776250186.6508946,8108,-0.555400013923645
1776250189.9151905,8408,-0.555400013923645
1776250192.84197,8708,-0.555400013923645
1776250195.4612834,9008,-0.5154500007629395
1776250197.9027812,9282,-0.5641500353813171
1776250200.5145168,9582,-0.5641500353813171
1776250203.1502209,9882,-0.5641500353813171
1776250205.8629196,10182,-0.5641500353813171
1776250208.5260117,10438,-0.6119500398635864
1776250211.5456636,10738,-0.6119500398635864
1776250214.3761888,11038,-0.569350004196167
1776250217.5716052,11338,-0.569350004196167
1776250218.5006242,11425,-0.6087000370025635
1776250221.1743271,11681,-0.6129000186920166
1776250222.0917654,11768,-0.6522500514984131
1776250225.2276826,12068,-0.6063000559806824
1776250228.0297163,12368,-0.5660000443458557
1776250230.723714,12668,-0.5230000019073486
1776250233.4875162,12968,-0.5230000019073486
1776250233.910057,13017,-0.56045001745224
1776250236.7833395,13317,-0.56045001745224
1776250239.64197,13617,-0.56045001745224
1776250241.0007741,13761,-0.6026500463485718
1776250244.1707947,14061,-0.6026500463485718
1776250245.1714575,14151,-0.5934500098228455
1776250248.2426407,14451,-0.5934500098228455
1776250249.192526,14537,-0.6327500343322754
1776250252.4754806,14837,-0.6327500343322754
1776250255.4318993,15137,-0.5849500298500061
1776250257.0471084,15294,-0.6278000473976135
1776250259.2729018,15494,-0.6728000044822693
1776250260.863261,15635,-0.7148500084877014
1776250264.1832125,15935,-0.6755000352859497
1776250264.7213326,15985,-0.6652000546455383
1776250267.9842322,16285,-0.6258500218391418
1776250269.9648716,16488,-0.6710000038146973
1776250273.2440586,16788,-0.6710000038146973
1776250274.5787306,16926,-0.7129000425338745
1776250277.426789,17226,-0.7129000425338745
1776250280.08713,17526,-0.6754500269889832
1776250280.745166,17604,-0.7143500447273254
1776250281.6769183,17699,-0.6041000485420227
1776250284.643674,17999,-0.5619000196456909
1776250285.73115,18118,-0.6028500199317932
1776250288.5999877,18418,-0.5633500218391418
1776250292.338376,18718,-0.5633500218391418
1776250295.7870963,19018,-0.5240500569343567
1776250298.792107,19318,-0.5240500569343567
1776250301.4320133,19618,-0.5240500569343567
1776250304.2946591,19918,-0.48120003938674927
1776250305.1612253,20027,-0.47665002942085266
1776250305.7515464,20104,-0.3234500288963318
1776250308.2177825,20404,-0.3234500288963318
1776250310.7033153,20704,-0.28595003485679626
1776250313.0383742,21004,-0.28595003485679626
1776250315.9623501,21304,-0.24080002307891846
1776250318.5333061,21604,-0.24080002307891846
1776250319.8691845,21764,-0.09190002828836441
1776250320.848218,21893,-0.13335002958774567
1776250323.432587,22193,-0.13335002958774567
1776250326.1808977,22493,-0.09445002675056458
1776250329.2115119,22793,-0.2047000229358673
1776250332.7094753,23093,-0.2047000229358673
1776250334.3524985,23240,-0.0561000220477581
1776250334.7512906,23282,0.05679997429251671
1776250337.1942983,23582,0.05679997429251671
1776250339.6174026,23882,0.05679997429251671
1776250340.022479,23934,0.16919997334480286
1776250341.6100497,24135,0.12414997071027756
1776250343.9415255,24435,0.12414997071027756
1776250346.4011197,24735,0.1645999699831009
1776250347.2118394,24831,0.16364997625350952
1776250349.6617851,25131,0.16364997625350952
1776250352.0804093,25431,0.16364997625350952
1776250354.4856935,25731,0.16364997625350952
1776250356.818874,26031,0.16364997625350952
1776250357.2138605,26080,0.27619996666908264
1776250359.5218096,26380,0.16919997334480286
1776250361.8500073,26680,0.21064996719360352
1776250362.1120663,26713,0.32399997115135193
1776250362.2272496,26727,0.4382999837398529
1776250364.595242,27027,0.4382999837398529
